-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2022|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2022||||||||||||
||Januari|202201|Mei|202205|September|202209|||||||
||Februari|202202|Juni|202206|Oktober|202210|||||||
||Maart|202203|Juli|202207|November|202211|||||||
||April|202204|Augustus|202208|December|202212|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------202201----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Langoestine|3937|40578,200000000004|281|3332,8199999999997|3656|37245,380000000005|-|-|
Noordzeekrab|7627|33943,85|2606|12249,090000000004|5021|21694,759999999995|-|-|
Zeekreeft|496|8577,859999999999|200|2918,13|296|5659,73|-|-|
Andere schaaldieren|2027|1926,04|672|758,03|1307|1010,5700000000002|48|157,44|
Schelpen|33024|148616,66999999998|18506|85416,68000000002|14397|62538,31000000001|121|661,6800000000001|
Inktvis|349194|1438029,1500000004|184024|826938,8799999993|157000|587323,9199999997|8170|23766,350000000002|
Wulk|7589|6173,04|2430|2195,92|4873|3704,01|286|273,11|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202212----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - December 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1449761|7807995,500000007|689887|3557925,84|710044|4053773,320000001|49830|196296,34|
|||||||||
Bodemvissen :|||||||||
Totaal|835527|5090465,710000006|317993|1732143,7299999997|501049|3297975,2700000014|16485|60346,70999999999|
Schelvis|14302|24153,199999999997|3360|5781,73|10942|18371,470000000005|-|-|
Kabeljauw|8225|29346,01999999998|1904|7342,120000000001|6289|21941,879999999997|32|62,02|
Koolvis|83|116,19|4|7,98|79|108,21|-|-|
Wijting|29718|23188,119999999995|20356|12969,749999999998|8254|9328,080000000004|1108|890,2899999999998|
Pollak|554|2941,2999999999997|167|846,9499999999999|387|2094,3500000000004|-|-|
Leng|1221|3664,5799999999995|245|715,2900000000001|976|2949,2899999999995|-|-|
Heek|4152|12909,580000000005|868|3020,9600000000005|3284|9888,619999999999|-|-|
Steenbolk|15561|14122,759999999998|7136|6648,410000000001|8142|7265,4800000000005|283|208,87|
Schol|178202|497678,65000000026|74428|208481,0399999999|97388|269756,13|6386|19441,48|
Bot|855|873,28|498|601,65|12|7,5600000000000005|345|264,07|
Schar|4700|3335,3399999999997|2926|1878,24|957|768,5899999999999|817|688,5099999999999|
Tong|163943|2877357,6900000055|53903|916109,8599999999|108393|1935400,050000002|1647|25847,780000000002|
Tarbot|12843|241621,99000000002|4929|91849,05999999997|7808|148291,15000000002|106|1481,78|
Griet|14027|192796,7|5674|79041,51000000002|8135|111099,99000000003|218|2655,2000000000003|
Tongschar|19494|103691,63999999997|6826|39799,66999999998|12609|63511,090000000026|59|380,88|
Schartong|62144|109273,63000000002|12124|28270,809999999998|50020|81002,81999999999|-|-|
Heilbot|15|264,76|-|-|15|264,76|-|-|
Hondstong|6633|10008,139999999996|1255|2755,73|5378|7252,410000000001|-|-|
Rog|101938|211356,62|30573|72996,14000000001|70337|135335,41|1028|3025,0699999999997|
Rode poon|72235|54766,51000000002|40599|34349,84999999998|28941|18991,59|2695|1425,0700000000002|
Grauwe poon|555|112,36|30|6|525|106,36000000000001|-|-|
Engelse poon|12271|3869,26|6468|1752,2900000000004|5611|2042,4799999999998|192|74,49|
Zeewolf|208|936,2|-|-|208|936,2|-|-|
Zeeduivel|39083|498904,25999999995|10104|138758,94999999995|28959|359902,75|20|242,56|
Kongeraal|4333|3169,2700000000004|1593|881,1799999999998|2737|2287,71|3|0,38|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|10968|31776,809999999976|4961|8803,380000000001|5968|22933,14999999998|39|40,28|
Zeebaars|5078|49692,899999999965|2577|25866,120000000006|2436|23050,460000000003|65|776,3200000000002|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|37206|13878,619999999999|16708|5554,650000000001|19473|7905,389999999998|1025|418,58000000000004|
Zandhaai|454|173,92000000000002|449|169,42000000000002|-|-|5|4,5|
Andere soorten|14526|74485,41|7328|36884,99000000001|6786|35181,840000000004|412|2418,5800000000004|
|||||||||
Pelagische vis :|||||||||
Totaal|33450|38203,94|24740|30662,570000000007|8424|7271,370000000001|286|270|
Horsmakreel|4801|2343,63|3072|1418,97|1729|924,6600000000001|-|-|
Haring|17513|3559,8400000000006|12279|2361,66|5055|1109,1000000000001|179|89,08000000000001|
Makreel|10963|32002,180000000004|9323|26764,570000000007|1640|5237,610000000001|-|-|
Sprot|137|194,77|30|13,85|-|-|107|180,92000000000002|
Andere soorten|36|103,52|36|103,52|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|580784|2679325,850000001|347154|1795119,5400000003|200571|748526,6799999999|33059|135679,63|
Garnaal|51134|270060,01|39061|187254,72999999998|1507|10442,51|10566|72362,77|
Langoestine|3212|33648,04|1164|14670,800000000001|2048|18977,239999999994|-|-|
Noordzeekrab|2787|22715,160000000007|1024|8157,25|1661|14205,26|102|352,65000000000003|
Zeekreeft|189|2741,82|103|1173,8600000000001|86|1567,96|-|-|
Andere schaaldieren|3069|1666,7099999999998|1035|450,24|1785|1155,3799999999999|249|61,08999999999999|
Schelpen|33117|164262,6899999999|18668|97933,44|13948|63259,97000000001|501|3069,28|
Inktvis|476642|2175846,2000000007|283226|1483080,61|172354|633477,8199999998|21062|59287,77|
Wulk|10634|8385,220000000003|2873|2398,61|7182|5440,539999999999|579|546,0699999999999|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
